track_name,artist_name,album_name,release_date,duration,song_popularity,album_img,track_uri,artist_uri,album_uri
Crew (feat. Brent Faiyaz & Shy Glizzy),GoldLink,At What Cost,2017-03-24,176702,75,https://i.scdn.co/image/ab67616d0000b2737bcd3cd54e8399ae38cc6e64,spotify:track:15EPc80XuFrb2LmOzGjuRg,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,spotify:album:18JrBX1QkpnUSJF3oxX6RX
FRIENDS (feat. kiLL edward),J. Cole,KOD,2018-04-20,257646,56,https://i.scdn.co/image/ab67616d0000b273cf0f0affd0138a7442f13706,spotify:track:6onwlDmIVKE8bBgyBRSuS0,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,spotify:album:4Wv5UAieM1LDEYVq5WmqDd
Deja Vu,Post Malone,Stoney (Deluxe),2016-12-09,234213,69,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,spotify:track:0H8XeaJunhvpBdBFIYi6Sh,spotify:artist:246dkjvS1zLTtiykXe5h60,spotify:album:5s0rmjP8XOPhP6HhqOhuyC
Is There More,Drake,Scorpion,2018-06-29,226906,57,https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,spotify:track:1Tnw0ItH1Macok8gblnPPd,spotify:artist:3TVXtAsR1Inumwj472S9r4,spotify:album:1ATL5GLyefJaxhQzSPVrLX
Legend Has It,Run The Jewels,Run the Jewels 3,2016-12-25,205866,3,https://i.scdn.co/image/ab67616d0000b273c48e082c2f19af0edf06f18a,spotify:track:4RnfMhMUMqHlrn4V6A3KfS,spotify:artist:4RnBFZRiMLRyZy0AzzTg2C,spotify:album:3v2GjFB9V5kHgrOCXn3sI9
U Don't Have to Call,Usher,8701,2001-08-07,269400,62,https://i.scdn.co/image/ab67616d0000b2737750146aac26aade0a867913,spotify:track:5PCJldueshnwqQVjS16543,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:album:6k16WXh4rKyusIoN00rmpi
Skrawberries (feat. BJ The Chicago Kid),JID,DiCaprio 2,2018-11-26,218891,53,https://i.scdn.co/image/ab67616d0000b273f5991f6f1f0de2277bb8d948,spotify:track:076jPFqxYEu1me4zsTBWJ0,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,spotify:album:2oI6gtIXrvNiL2VEMmj5kY
All Bad,JID,The Never Story,2017-03-10,291760,55,https://i.scdn.co/image/ab67616d0000b273f705b14ca8b81af140d1f1d3,spotify:track:0G6ExlA2fcJIDGoayswUNT,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,spotify:album:1gPqbxhs90kppgOVxGOPzd
Some Girl (feat. Steve Lacy),GoldLink,At What Cost,2017-03-24,342244,61,https://i.scdn.co/image/ab67616d0000b2737bcd3cd54e8399ae38cc6e64,spotify:track:6wOdpwaVrRtWlVSQNMBNQU,spotify:artist:5XenQ7XfcvQdfIbpLEFaKQ,spotify:album:18JrBX1QkpnUSJF3oxX6RX
Workin Out,JID,DiCaprio 2,2018-11-26,226858,60,https://i.scdn.co/image/ab67616d0000b273f5991f6f1f0de2277bb8d948,spotify:track:46Lx5epWOQBA3J86ovnxmV,spotify:artist:6U3ybJ9UHNKEdsH7ktGBZ7,spotify:album:2oI6gtIXrvNiL2VEMmj5kY
Amphetamine,Smino,blkswn,2017-03-14,469830,63,https://i.scdn.co/image/ab67616d0000b2738be32b380765207f19d56435,spotify:track:3Zau3JcrZcBfw8aVjKGkSX,spotify:artist:1ybINI1qPiFbwDXamRtwxD,spotify:album:3bTjPEgPzm1XwXsNlMVHhs
I'm Probably Gonna Rock Your World,Logic,Supermarket (Soundtrack),2019-03-26,151986,43,https://i.scdn.co/image/ab67616d0000b273ba518c4c580b3652111c7c84,spotify:track:0Sceq3bQBTB70SJwAZm9Nu,spotify:artist:4xRYI6VqpkE3UwrDrAZL8L,spotify:album:7C5J8fG34IbOKe2pQPq9SU
Wolves,Kanye West,The Life Of Pablo,2016-06-10,301586,69,https://i.scdn.co/image/ab67616d0000b2732a7db835b912dc5014bd37f4,spotify:track:432hUIl3ISDeytYW5XBQ5h,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:album:7gsWAHLeT0w7es6FofOXk1
Brain Cells,Chance the Rapper,10 Day,2012-04-03,292357,47,https://i.scdn.co/image/ab67616d0000b2734bbc300c4e9e8847ca1a2873,spotify:track:2wW3yIdBoOJ2qI03k1itjJ,spotify:artist:1anyVhU62p31KFi8MEzkbf,spotify:album:6bUsvxMAuR8NXG2ujCU4yi
Purity (feat. Frank Ocean),A$AP Rocky,TESTING,2018-05-25,262360,67,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,spotify:track:2MF4HtZHBoUliOi9nOAbS0,spotify:artist:13ubrt8QOOCPljQ2FL1Kca,spotify:album:3MATDdrpHmQCmuOcozZjDa
Resurrection,Common,Resurrection,1994-10-25,227826,53,https://i.scdn.co/image/ab67616d0000b2734f6c3df7fe1ee45e0f732d76,spotify:track:4u7hiFNXUeTG3A4dqQrkcd,spotify:artist:2GHclqNVjqGuiE5mA7BEoc,spotify:album:0JKjuvDUPrnlblAZyB1Aje
Hope You’re Happy,Emeryld,Hope You’re Happy,2019-05-03,228120,36,https://i.scdn.co/image/ab67616d0000b2738b35e606d2f8a3b8c09ec854,spotify:track:2OK78skf6Xgf1jTu6gQoC9,spotify:artist:3YTUk9oIDoAe5VFfgUS5UL,spotify:album:0pHBAMqbhNHDHrNGqVZgkY
"Paris, Tokyo",Lupe Fiasco,Lupe Fiasco's The Cool,2007-01-01,270653,52,https://i.scdn.co/image/ab67616d0000b273c3244d303444a43b933b9bf4,spotify:track:2dXME00xUY1CRcMZsM3Y4q,spotify:artist:01QTIT5P1pFP3QnnFSdsJf,spotify:album:0MihD70HInk2rDaChdAdEy
Soundtrack 2 My Life,Kid Cudi,Man On The Moon: The End Of Day,2009-09-15,235626,64,https://i.scdn.co/image/ab67616d0000b273aab2c3c3f1f3207137d915c9,spotify:track:1cdC9TCqyLwAlsw3fVJaJS,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,spotify:album:47y3PbX8oIDCkYAFylCJz0
Devil In A New Dress,Kanye West,My Beautiful Dark Twisted Fantasy,2010-11-22,351946,79,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,spotify:album:20r762YmB5HeofjMCiPMLv
Pursuit Of Happiness (Nightmare),Kid Cudi,Man On The Moon: The End Of Day,2009-09-15,295293,75,https://i.scdn.co/image/ab67616d0000b273aab2c3c3f1f3207137d915c9,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,spotify:artist:0fA0VVWsXO9YnASrzqfmYu,spotify:album:47y3PbX8oIDCkYAFylCJz0
El Portal,Caleborate,El Portal - Single,2015-07-07,271214,43,https://i.scdn.co/image/ab67616d0000b2736d96cc199186b2dfc3645a6f,spotify:track:7fWMxQKbY4FxofuYz1ZMDx,spotify:artist:7bpDJUH5hnffIYHID6h3Et,spotify:album:2vDXm1XBZN48NwFaA06Ajp
"Sincerely, Yours",Ameer Vann,"Sincerely, Yours - Single",2016-06-10,174857,44,https://i.scdn.co/image/acce70b1590c9209fda3a4dbcafaaa5f15717dce,spotify:track:0l2LhLBnjGfKEaQldBKV9Y,spotify:artist:7kIbB1pdDyehFj8aNgfzfH,spotify:album:7hwhjHrcE0bLEUhp5z7I1W
Theatre,Iris Temple,Vistas,2017-05-19,185200,27,https://i.scdn.co/image/ab67616d0000b2738e4255b336cc8d0a9246a8a9,spotify:track:6DPhe5M1oakivemgBSrUNG,spotify:artist:1ti0u37FfK0AO8cM2n7Ncr,spotify:album:6cF0oHsFX3fIYLCDCa1GyK
Closing My Eyes,DJAfroKid,Good Things Take Time..,2020-06-06,118595,0,https://i.scdn.co/image/ab67616d0000b273e357bef038b602a2dacf66a3,spotify:track:5gsdTTMPLaeQ41yG0Ts8rz,spotify:artist:6xgS08pRVnEKQJ4nXP2vUj,spotify:album:2EZSjDFaDDOBoEpyM5v1Vn
Changes,2Pac,Greatest Hits,1998-01-01,268826,72,https://i.scdn.co/image/ab67616d0000b273d81a092eb373ded457d94eec,spotify:track:1ofhfV90EnYhEr7Un2fWiv,spotify:artist:1ZwdS5xdxEREPySFridCfh,spotify:album:1WBZyULtlANBKed7Zf9cDP
Understood,Mick Jenkins,Pieces of a Man,2018-10-26,208570,59,https://i.scdn.co/image/ab67616d0000b27397735761179f880b86c6031e,spotify:track:0TUK4LKkHVHdsLwscQckX6,spotify:artist:1FvjvACFvko2Z91IvDljrx,spotify:album:2YUoojiwp6nk5mBAUbEz9a
Need to Know,Otis Junior,Cool,2018-12-14,184000,38,https://i.scdn.co/image/ab67616d0000b2739c6eb3d51d1587a17335f87e,spotify:track:5NrAd8OL4vSvOV3ANm13TM,spotify:artist:3JWTfcIZq4OUdC6oBunofK,spotify:album:3mgzTf0Jx0Wn7Y0G98UWAo
Swap Meet,WESTSIDE BOOGIE,Everythings For Sale,2019-01-25,146773,48,https://i.scdn.co/image/ab67616d0000b273e09935af9434c6e1c191d7e1,spotify:track:55tFMkzZiWDvQDaH6ngUwP,spotify:artist:5usbqiU7sjvszjWecANDL6,spotify:album:14drLk9rMpA7GPk1MRvRE5
That's Love Ft. Mac Miller & Heather Victoria,9th Wonder,The Wonder Years,2011-09-27,210680,47,https://i.scdn.co/image/ab67616d0000b273878fdbe5118f66ab7dea3fd9,spotify:track:0xunt5HuJyD4uQAzjR1icK,spotify:artist:4s8ZGMVf3OiPktSP4ulpqU,spotify:album:0SnnejMBMdgkNyS4XqJBL4
Uglykid (feat. Elohim),Hobo Johnson,The Fall of Hobo Johnson,2019-09-13,180522,46,https://i.scdn.co/image/ab67616d0000b2733bf723a8f9cb66971812f472,spotify:track:1zM6MHseNyHBA5VDPPcaZH,spotify:artist:05SdqPzK4m3k1ljK2wrTSP,spotify:album:3QrkHSj8pBzE1Kwhpnktkw
CROWN,CHIKA,INDUSTRY GAMES,2020-03-13,175836,45,https://i.scdn.co/image/ab67616d0000b273a4bd1820c34c24c2f6a31514,spotify:track:7yewACUEo8jX7oLhSaNzBs,spotify:artist:6UtYvUtXnmg5EtllDFlWp8,spotify:album:0tTGA5SQN17ewHMpisb0n0
High Rises,CHIKA,High Rises,2019-06-28,212992,42,https://i.scdn.co/image/ab67616d0000b27325febc5d4f689e92e85afbbc,spotify:track:45OL4yJZuV5CghHuSoYFSF,spotify:artist:6UtYvUtXnmg5EtllDFlWp8,spotify:album:6sXCpI77qW9NZP5cXQzWq6
SONGS ABOUT YOU,CHIKA,INDUSTRY GAMES,2020-03-13,241612,49,https://i.scdn.co/image/ab67616d0000b273a4bd1820c34c24c2f6a31514,spotify:track:2Fxly6AusNFtTf8ZBaVWnh,spotify:artist:6UtYvUtXnmg5EtllDFlWp8,spotify:album:0tTGA5SQN17ewHMpisb0n0
Need to Know,Otis Junior,Cool,2018-12-07,184000,7,https://i.scdn.co/image/ab67616d0000b273438d4b599a91f77427710579,spotify:track:7q3fuSqW210ozjoueCT1BG,spotify:artist:3JWTfcIZq4OUdC6oBunofK,spotify:album:5PjxJwr3o7DZx24EHeqMLi
The Way Through,Deca,The Way Through,2017-10-24,184283,32,https://i.scdn.co/image/ab67616d0000b273a9a0d88c43f4d38b9168a32e,spotify:track:77it6jpSpxExnXD8HzcO7G,spotify:artist:0Up3H1s9ME6FivFcOz6qte,spotify:album:0B9tBeEWRc2gwTzvUhzRI3
Enjoy the Ride,Illa J,John Yancey,2018-11-30,233736,46,https://i.scdn.co/image/ab67616d0000b2738e03c9e8e752b0d3a3d49773,spotify:track:7IvVCu4wagxDH6nYPIlpt0,spotify:artist:72zigmOdJbIsz0iIRhCBvp,spotify:album:52ctDKXwDCGyL3wmqcckw8
Free The Frail,JPEGMAFIA,All My Heroes Are Cornballs,2019-09-13,210569,54,https://i.scdn.co/image/ab67616d0000b273c0f5083c53e881de8dec3d70,spotify:track:5r7OKhOQl2vM8SZnCXSQk1,spotify:artist:6yJ6QQ3Y5l0s0tn7b0arrO,spotify:album:5ilsl5R2lGACTnPZMKIp7o
Greyhound,Pell,Greyhound,2018-09-07,198213,45,https://i.scdn.co/image/ab67616d0000b27324aeea8992fc351c2767d455,spotify:track:3ORawnFOkFrsIpzoxLso8l,spotify:artist:2O2dI9lY9PnWtAa4OlrgMi,spotify:album:7LVUdNMInnlLkX9z83wZH5
At Fault,Medasin,At Fault,2019-04-05,218533,38,https://i.scdn.co/image/ab67616d0000b273bf4addb67eb9c1f6549b29e1,spotify:track:3zgQUUsPXPE5fL6peSBZCU,spotify:artist:62vbsDRAq0qHdezaCOzB0T,spotify:album:2OtIPYqC1xazBPkqCF0mDz
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,Isolation,2018-04-06,207454,78,https://i.scdn.co/image/ab67616d0000b27390b4e1905b1fc48c537ec053,spotify:track:1otG6j1WHNvl9WgXLWkHTo,spotify:artist:1U1el3k54VvEUzo3ybLPlM,spotify:album:4EPQtdq6vvwxuYeQTrwDVY
Skywards,Pick Patek,When in Oakland,2018-04-18,225333,40,https://i.scdn.co/image/ab67616d0000b2734a94e66af32db384ee137786,spotify:track:3t9yWxeI5MnMtZ5rvKw315,spotify:artist:0S9cudS88S3BH35w2sWFaN,spotify:album:3YgDAzYgisXq0l0dhw3sC8
Highly Overdue,Lido,Spacesuit,2018-05-04,175593,31,https://i.scdn.co/image/ab67616d0000b2735dc9b9b80ba8569f21159a87,spotify:track:37g0e0Z3OkWS77jrgISNjD,spotify:artist:1aSwrSGBNGMLn9ymttfRkk,spotify:album:4Q7CAVxPCMT5veuEhCRNwy
Orange Dreamer,Ay Wing,Orange Dreamer,2019-08-23,192533,51,https://i.scdn.co/image/ab67616d0000b273780d3bc291baf75d9863c2b9,spotify:track:5EEtTFmVrAduqDGv5fOLXA,spotify:artist:7cjLa6AQcbH9XWQYmPNpX4,spotify:album:2ZY0LoI3mSP9AV82SiZyBP
Highly Overdue,Lido,Spacesuit,2018-05-18,175593,13,https://i.scdn.co/image/ab67616d0000b27325447948fe1cdfcaa266e982,spotify:track:5rFgcqPDdVrBRPjZuSfXKx,spotify:artist:1aSwrSGBNGMLn9ymttfRkk,spotify:album:3ZkauSDCtvDwAWZHyUwyVX
"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)",Wale,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)",2012-03-23,247293,45,https://i.scdn.co/image/ab67616d0000b27326fc9e5bb46bef2a6866580e,spotify:track:1BvTqJLeB9ZeGU01gFzJbh,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,spotify:album:4M1WXCpnNqFMmiZz0W3FfW
Stereotype,Chris Brown,X (Deluxe Version),2014-09-12,231226,0,https://i.scdn.co/image/ab67616d0000b2732fa07c5de267229a015fe25d,spotify:track:3yFrVBljieLkFG8CP09Q5P,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:album:4yOWnTrCkOOpl4IiVnpj3H
Drunk Texting,Chris Brown,X (Deluxe Version),2014-09-12,227506,0,https://i.scdn.co/image/ab67616d0000b2732fa07c5de267229a015fe25d,spotify:track:5uLb01OcHVl8ayyWotfx31,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:album:4yOWnTrCkOOpl4IiVnpj3H
Til Tomorrow (Remix),David Dallas,The Rose Tint,2011-11-08,224256,0,https://i.scdn.co/image/ab67616d0000b2731f87bf094e2386d7f528be82,spotify:track:3CVcneO3dsl16Irmxj9owm,spotify:artist:6ENAap6kOirsqATazyWBEP,spotify:album:02ApboCVxLoC18iqmd25Zo
Autumn Leaves,Chris Brown,X (Deluxe Version),2014-09-12,268813,0,https://i.scdn.co/image/ab67616d0000b2732fa07c5de267229a015fe25d,spotify:track:1KM1UMZe93xmBswZRFLUsL,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:album:4yOWnTrCkOOpl4IiVnpj3H
Purple Pills,D12,Devils Night,2001-01-01,304506,69,https://i.scdn.co/image/ab67616d0000b2739f2ea05aa0ad163b4bf35b89,spotify:track:5IweeQZdY5XEzStLzUJG5t,spotify:artist:5Qi4Bb7a8C0a00NZcA77L0,spotify:album:22CVoj4sxsAGO02OONbkQA
Let's Get Lost (feat. Devon Baldwin),G-Eazy,These Things Happen,2014-06-20,240680,59,https://i.scdn.co/image/ab67616d0000b273bdfe4efd674482cf5ac88c99,spotify:track:5DSr1NMci58MEgS20vivSL,spotify:artist:02kJSzxNuaWGqwubyUba0Z,spotify:album:6wDc63NhKy2PyXdbhkRmrl
You & Me - Flume Remix,Disclosure,Settle (The Remixes),2013-06-11,282812,68,https://i.scdn.co/image/ab67616d0000b2737cc97670c72e565337cfb3e0,spotify:track:1snNAXmmPXCn0dkF9DaPWw,spotify:artist:6nS5roXSAGhTGr34W6n7Et,spotify:album:0QFMqnSP2kBMTrbfNkj3SB
Sleepless,Flume,Flume: Deluxe Edition,2012-11-09,209376,54,https://i.scdn.co/image/ab67616d0000b27354a01535b21aed50a7bcb8d4,spotify:track:0XzyXP0E9jsoOwu5Rd7hTV,spotify:artist:6nxWCVXbOlEVRexSbLsTer,spotify:album:1yc3Ldus5BkJBVX9mSFMt4
My Friends Never Die,ODESZA,My Friends Never Die,2013-09-17,171500,51,https://i.scdn.co/image/ab67616d0000b273102807d48a5a6906c78a6b13,spotify:track:2eMh8ISgK9dylE51SJUixA,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5wujmLudsKEx9PZdVIPUUS
If There's Time,ODESZA,My Friends Never Die,2013-09-17,196000,46,https://i.scdn.co/image/ab67616d0000b273102807d48a5a6906c78a6b13,spotify:track:1a5Hi6hk75ftgzAVMkj5Lw,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5wujmLudsKEx9PZdVIPUUS
Without You,ODESZA,My Friends Never Die,2013-09-17,184000,49,https://i.scdn.co/image/ab67616d0000b273102807d48a5a6906c78a6b13,spotify:track:64LxDEEDDtQfb4bTadJsyX,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5wujmLudsKEx9PZdVIPUUS
Home,ODESZA,My Friends Never Die,2013-09-17,148363,30,https://i.scdn.co/image/ab67616d0000b273102807d48a5a6906c78a6b13,spotify:track:74GmCCHsykRFaL4CDNmYvM,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5wujmLudsKEx9PZdVIPUUS
Keep Her Close,ODESZA,My Friends Never Die,2013-09-17,214153,48,https://i.scdn.co/image/ab67616d0000b273102807d48a5a6906c78a6b13,spotify:track:0XhFy7NAFb8b1grm26Xwh2,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5wujmLudsKEx9PZdVIPUUS
Sun Models (feat. Madelyn Grant),ODESZA,In Return,2014-09-08,160000,62,https://i.scdn.co/image/ab67616d0000b2732d86f76b4e373e312f3662b5,spotify:track:7jZHUhAmW5oq1cq6s8IxmK,spotify:artist:21mKp7DqtSNHhCAU2ugvUw,spotify:album:5SXT6dwhHX56Sos7KMcMF5
Warm Thoughts,Flume,Flume: Deluxe Edition,2012-11-09,228376,42,https://i.scdn.co/image/ab67616d0000b27354a01535b21aed50a7bcb8d4,spotify:track:1QgGyNtuFClzvZnNCofqsF,spotify:artist:6nxWCVXbOlEVRexSbLsTer,spotify:album:1yc3Ldus5BkJBVX9mSFMt4
You're So,Bondax,You’re So,2012-03-19,210624,20,https://i.scdn.co/image/ab67616d0000b273562452d46a05bf4791203b9b,spotify:track:3Hm9CXRVtNr9UUS3VMbYao,spotify:artist:4qobOrZpdUri80gScwsHfs,spotify:album:5XZKMi9gKKuJ16FbLJptRp
High You Are,What So Not,High You Are (Remixes),2013-10-08,213340,0,https://i.scdn.co/image/ab67616d0000b2734c6214c61e3f98e5cbe3913a,spotify:track:6zpCJDhdpHPZCcFCJZDqX5,spotify:artist:4AA8eXtzqh5ykxtafLaPOi,spotify:album:5FAFTIaf9DBYcmDkYB3F3g
Destroyer - Cosmo's Midnight Remix,Panama,Always EP (Deluxe Edition),2014-03-03,218601,17,https://i.scdn.co/image/ab67616d0000b27321bb7fbfbfcd13f63642800d,spotify:track:1h1boGquzKrabshH1oeuwT,spotify:artist:3W9UldYu0xJcaOAw2SUTDI,spotify:album:6ABkacBzpf0AQ7z7xfUtt2
Massage Situation,Flying Lotus,Reset EP,2007-10-01,167173,47,https://i.scdn.co/image/ab67616d0000b2737376522e92b062f34bdc98fd,spotify:track:6OHWgUuDDedHRVhcg8vlaf,spotify:artist:29XOeO6KIWxGthejQqn793,spotify:album:1XBO7AlmG2Ac5aGH5T9yEt
Mirror Maru,Cashmere Cat,Mirror Maru - EP,2012-10-22,242133,48,https://i.scdn.co/image/ab67616d0000b273b29c26556fdf86df4502b591,spotify:track:52Pp8J18LYkyWL9OXhRUZh,spotify:artist:2LZDXcxJWgsJfKXZv9a5eG,spotify:album:74j51jlqXt7csQ7o2bntwZ
Divinity,Porter Robinson,Worlds,2014-08-12,368373,55,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,spotify:track:18cCBvygH6yEFDY0cYN3wT,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,spotify:album:7AJPV0L05IyIBid97AvwVD
Flicker,Porter Robinson,Worlds,2014-08-12,279000,50,https://i.scdn.co/image/ab67616d0000b2731f675e7b8bae408653346dd9,spotify:track:6BivCuyKJtgLa9ooFsvUoZ,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,spotify:album:7AJPV0L05IyIBid97AvwVD
Firefly,Mura Masa,Someday Somewhere,2015-04-10,228000,60,https://i.scdn.co/image/ab67616d0000b273f7d9953294506d5fed135854,spotify:track:2s9C5THb9llwyVXtjveV4E,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,spotify:album:6ltLI77XvUOwApSWpZbUGE
Slow Down Love (feat. Chelsea Cutler),Louis The Child,Love Is Alive EP,2017-03-24,157891,42,https://i.scdn.co/image/ab67616d0000b273d8140fb4748ebcef533d9b35,spotify:track:0z95CqBxQnSQhNnoWTZJKL,spotify:artist:7wg1qvie3KqDNQbAkTdbX0,spotify:album:1iNjgHkrolKWSoR2uGxOBh
Know Me Better,Mura Masa,Soundtrack To A Death,2014-11-17,247836,35,https://i.scdn.co/image/ab67616d0000b2735d8b40b3b5a61b3d8f5f8c54,spotify:track:5jwcfSApQrJnceLYm8awz9,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,spotify:album:5FbhsjMFQXjb1BqbVtTrHc
Daybreak,Electric Mantis,Daybreak,2016-02-10,180845,38,https://i.scdn.co/image/ab67616d0000b273ce51d8d0b5d6d2a438df52d0,spotify:track:58V4tz7OjzByItDUFtUZr5,spotify:artist:4oEju6elvuvjARvor8R9j9,spotify:album:31DNqbSIipygP0M0dZStpX
Fall Together - Just A Gent Remix,The Temper Trap,Fall Together (The Remixes),2016-07-29,200316,30,https://i.scdn.co/image/ab67616d0000b2735cfa15e84fb5e954407de6a7,spotify:track:2PAvXjVL2VR9GJ0803Z7Tn,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,spotify:album:4mjpKGQ7ZSiPE3H7i1Fj4m
Breakfast Is Ready,smle,Reasons To,2015-09-08,225293,22,https://i.scdn.co/image/ab67616d0000b27321c74547c76df83c2c4212fc,spotify:track:3p40vNrddW0VamHkNNKCre,spotify:artist:1JV42BPeocUJ0EyQh8ug6V,spotify:album:3k1FSt3sOOVcT9zEt9ukEo
Pixel Wave,Electric Mantis,Braincase (Deluxe),2017-02-24,276610,24,https://i.scdn.co/image/ab67616d0000b273fd2879a7c6fbf7d744b0659a,spotify:track:4SywwI13jOuBWZA9eUPy8y,spotify:artist:4oEju6elvuvjARvor8R9j9,spotify:album:6VcDEuuFUfbFI6jukdjYeO
Daydream,Medasin,Daydream feat. Joba,2016-07-14,200838,0,https://i.scdn.co/image/ab67616d0000b273239722678f8fd07008561b61,spotify:track:4ITVPyYQli27502RrMZQeM,spotify:artist:62vbsDRAq0qHdezaCOzB0T,spotify:album:7qzCk7RxdVAi9xQzByW3Xj
California,Nude,Naturalness,2015-09-27,215500,41,https://i.scdn.co/image/ab67616d0000b273af490840b3fa5a8edad120e9,spotify:track:2uEgwNmXUMxq6HYN1E2ecj,spotify:artist:5IeewgS3Eds4y2s9A663lN,spotify:album:2tYCf9zQwGWWVtC6v0JITn
Sugar,IshDARR,Sugar,2015-08-12,168855,22,https://i.scdn.co/image/ab67616d0000b2733233bbb1ca7cbb6b4da2e9b4,spotify:track:4WIfsF8IEcc0xIT3VY0i71,spotify:artist:1MlV4b7HGi4AiZWXholyVu,spotify:album:4pNTJQhC53ucL9UEFVAP2v
Stay the Night,SCARFɆ,Stay the Night,2016-12-28,221818,0,https://i.scdn.co/image/ab67616d0000b27333b2822790a29c659521a4bb,spotify:track:7uyUrjZpo2GSsBNyKazjVR,spotify:artist:3PJV2yaSbsDdJ20CoPUbVQ,spotify:album:3IZKEZNq4XiGQcaQJVaKtE
Do You Go Up - Kidswaste Remix,Khai,Do You Go Up Remixes,2016-01-29,204391,40,https://i.scdn.co/image/ab67616d0000b273d083c884cc80662f82b18a37,spotify:track:6ZIjMS6NfXUbOFnumEAAeM,spotify:artist:2nUgzaTpZZxmzOh2hGlp64,spotify:album:7qb7sRcmx4e54OpleJHi2s
Warm Water - Snakehips Remix,BANKS,Warm Water (Snakehips Remix),2013-08-13,253584,54,https://i.scdn.co/image/ab67616d0000b2738c8ec4d60870db20c6dcc99e,spotify:track:63Ly2sEzloc9s0yAXlMi6r,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,spotify:album:41xJklJV7uqDzg9teggeR6
Sea Of Voices - Galimatias Remix,Porter Robinson,Worlds (Remixed),2015-10-02,181052,32,https://i.scdn.co/image/ab67616d0000b27344efd7fe59657dc005c10d28,spotify:track:6KDPBbTJbAvR0Kt2gQTzv2,spotify:artist:3dz0NnIZhtKKeXZxLOxCam,spotify:album:4md2wqPrUzT3pX7KQVJ4pO
Love$ick,Mura Masa,Love$ick,2016-09-30,192154,0,https://i.scdn.co/image/ab67616d0000b27358fe9d5b9be2c49a8fce5ceb,spotify:track:7ox2wvSzqTxQQf55Ggobbl,spotify:artist:5Q81rlcTFh3k6DQJXPdsot,spotify:album:6OcNlu9f5TNOtlf8ua6FhZ
Can't Get Enough,Yeah Boy,Can't Get Enough,2014-04-22,268917,18,https://i.scdn.co/image/ab67616d0000b273c4d7348278d2ac2bd3bffede,spotify:track:5oB3iQxCbdIiyL58GYtyVz,spotify:artist:42ZsyPZ66sNbbjyeY9G2Au,spotify:album:1uXZYTueJDmBJKYOU7fczm
Do It For Me,Sweater Beats,That Feel,2013-10-29,219740,30,https://i.scdn.co/image/ab67616d0000b273cbc4f4f7bd0afa37108ff2fc,spotify:track:538REsm2s0Bo7EscBkptgo,spotify:artist:62Jfwxon19ZOT9eSL6bvtY,spotify:album:6u5JQ3RD9hunIe2HN9hQaf
Acid Love,Tev Woods,Acid Love,2014-09-22,216000,5,https://i.scdn.co/image/ab67616d0000b273c9c6c9e8c6941f33ed98c0ce,spotify:track:0YuLjgPEbTjREhBnvpf8qT,spotify:artist:7xj9jAZZmVd3zdWIrTEjSx,spotify:album:3jo6oMDAaI9mibJUUb22dM
Gooey,Glass Animals,Gooey,2014-04-04,289306,43,https://i.scdn.co/image/ab67616d0000b2733a3d122b69be110eb9ebe412,spotify:track:6xU0ojuUR3dAhbnrJPQr1I,spotify:artist:4yvcSjfu4PC0CYQyLy4wSq,spotify:album:56st0yyb1uGIZ92t2vGYcD
