track_name,artist_name,album_name,release_date,duration,song_popularity,album_img,track_uri,artist_uri,album_uri
This is F***ing Ecstasy,Say Anything,In Defense Of The Genre,2007-10-23,159466,30,https://i.scdn.co/image/ab67616d0000b273ba263c0204387a74ec6de919,spotify:track:4qMEedX4WiiRsjZviRGUSl,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:3aLfbXsZ9Dk3Qukx3IDvmr
Alive With the Glory of Love,Say Anything,Is a Real Boy,2005-10-01,255175,57,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:1va84KD7DrxZ8U09Per4L8,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
Woe,Say Anything,Is a Real Boy,2005-10-01,236960,41,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:6NyuBN5zQ2vGDXH8Ty4hP3,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
Little Girls,Say Anything,Is a Real Boy,2005-10-01,234805,31,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:0xq36vfAQ5fYQiyfJ830g3,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
Metal Now,Say Anything,Is a Real Boy,2005-10-01,164686,31,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:4zY8BFrrnT9adaD1TzyKVq,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
A Walk Through Hell,Say Anything,Is a Real Boy,2005-10-01,208792,47,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:47XwG0RTfgwsIWdBoPuvZ5,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
Getting Into You,Relient K,Two Lefts Don't Make a Right...but Three Do (Gold Edition),2003-03-11,204266,0,https://i.scdn.co/image/ab67616d0000b273a5b6f32c6ea620f51e6a6e59,spotify:track:5xXLJIDO6A1V8ihewo0ct2,spotify:artist:3nJWBJvK7uGvfp4iZh9CkN,spotify:album:609Vh6XLVQhGZSvOIakB9o
Most Beautiful Plague,Say Anything,Is a Real Boy,2005-10-01,295793,30,https://i.scdn.co/image/ab67616d0000b27381b6285a16a514257830d9f8,spotify:track:6o7uApnlh770Nquhv5mSOr,spotify:artist:3ImqpXKKgkH5VydfgX1hd4,spotify:album:6V00weqCQp55eUDYewW1cG
Forget And Not Slow Down,Relient K,Forget And Not Slow Down,2009-10-05,202213,40,https://i.scdn.co/image/ab67616d0000b2730b7d612d050103d76a72f8e1,spotify:track:6FxlUqYaDJYVbkkfqCyNeu,spotify:artist:3nJWBJvK7uGvfp4iZh9CkN,spotify:album:40CpXO3ejimyiKMamNz9bp
Smelyalata,Never Shout Never,The Yippee EP,2009-07-03,155226,35,https://i.scdn.co/image/ab67616d0000b2736a755414722ab87938c00081,spotify:track:0yw5Mh0FqvrzWNMp7GH8wv,spotify:artist:5pUmXBIQtqpvdV1HAy2xYC,spotify:album:1oFeg6t9ToYo6DgGwb47Fm
Who I Am Hates Who I've Been (Acoustic),Relient K,The Bird and the Bee Sides,2008-07-01,205413,0,https://i.scdn.co/image/ab67616d0000b273e9649e6e46b54dd08889f622,spotify:track:7kz5z9YGuzsBey78jw4X6C,spotify:artist:3nJWBJvK7uGvfp4iZh9CkN,spotify:album:7sYWhFgNOei68E3K9A8Cmn
Catastrophe,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,198226,31,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:0dCYsS17BnZvKbP68z2bwq,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Coffee Break,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,160506,28,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:7nM9Lf3CzxhSJIjqa7wdCv,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
That For Me,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,176560,24,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:54TkVIopUBysiKOw4UEq0C,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Breakdown,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,217360,26,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:65bq75zQo5Eh1tnaV1kLNc,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Uh Huh,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,178186,22,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:3yepZcFdmDBcAglN9KHzzg,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Phone Call,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,198946,27,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:6vEjtk5q3BjLjo7tP2nsQj,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
She's A Lady,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,240040,55,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:7rXOUa2yrj80b49sYqV6Qy,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
The Way She Moves,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,222773,29,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:0AbaY48jpi61GaNMRL0cCl,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
"Believe Me, I'm Lying",Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,185266,31,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:1vRhLsfNNePvpsWbNbd0ra,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
My Worst Nightmare,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,225573,31,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:0ubNQ9vpRGvXMy4BFGsa0H,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Whoa Oh! (Me vs Everyone),Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,204773,51,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:7CKLZEwboCy2juXMLsAHFt,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Hey Brittany,Forever The Sickest Kids,Underdog Alma Mater,2008-01-01,185306,43,https://i.scdn.co/image/ab67616d0000b273cd1652649a3c4d14418978a7,spotify:track:66wl9OJ8nRzRkXdTrAQCo7,spotify:artist:4frytKnOBrer4QVPWynGtX,spotify:album:1DXQ0idwKePZH7T1yU57gS
Dressed For Friend Requests,"Drop Dead, Gorgeous",In Vogue,2006,156706,40,https://i.scdn.co/image/ab67616d0000b273edbccbceef787bc0e97f982f,spotify:track:3E52b2s2M0tOtBKkXsNFrq,spotify:artist:7ib9jRPvGJ6VPCTg35G2L9,spotify:album:0roAVG8TO9V8GEFmXJa4Lv
Uh Oh,The Scenic,Bipolaroid,2011-10-01,220986,0,https://i.scdn.co/image/ab67616d0000b2736814a15ccd2ffe2566ec5243,spotify:track:2PxNQRMZzlrFWQMpW7Q4m0,spotify:artist:5XVnRkU3WdpNw4xlYKq4kU,spotify:album:2kWPJl0gcFrRmS4lGZeupY
Hand Of Blood,Bullet For My Valentine,Hand Of Blood,2005,217453,51,https://i.scdn.co/image/ab67616d0000b2733f078a4f3a19cb6d8123b7e0,spotify:track:5JWDt4NZNiZQR8iMenaa7h,spotify:artist:7iWiAD5LLKyiox2grgfmUT,spotify:album:1OEMNmMnsSLAjIC6WniFBF
All These Things I Hate (Revolve Around Me),Bullet For My Valentine,The Poison,2006-02-14,225440,52,https://i.scdn.co/image/ab67616d0000b2736aec43f8c78d4e0a1ad8a8b5,spotify:track:0CbESIyx34Usxoy7emUEBd,spotify:artist:7iWiAD5LLKyiox2grgfmUT,spotify:album:7zU9hmH9CKQ9Yf5SruqOLM
"Renob, Nevada",Attack Attack!,Attack Attack! (Deluxe Reissue),2010,194853,30,https://i.scdn.co/image/ab67616d0000b273078c21f14423ed6e42f12c07,spotify:track:6t8tV0G2sNvIK5BWGK8ODi,spotify:artist:1FcRUsTmnEQfVCH5OIKSpb,spotify:album:1lKDtyVi5QqsOGM3xjyot6
Tears Don't Fall,Bullet For My Valentine,The Poison,2006-02-14,348386,63,https://i.scdn.co/image/ab67616d0000b2736aec43f8c78d4e0a1ad8a8b5,spotify:track:1kdiiFGX1Htx0aVZYaDwEJ,spotify:artist:7iWiAD5LLKyiox2grgfmUT,spotify:album:7zU9hmH9CKQ9Yf5SruqOLM
"Bro, Ashley's Here",Attack Attack!,Someday Came Suddenly,2008-11-11,197733,40,https://i.scdn.co/image/ab67616d0000b27303d975f02a33120a6215aef0,spotify:track:3vcIe7SpZQDVdhhqEka3nK,spotify:artist:1FcRUsTmnEQfVCH5OIKSpb,spotify:album:3Efq6nYcmEYV2bnf7woGXO
Not The American Average,Asking Alexandria,Stand Up And Scream,2009-09-15,279226,62,https://i.scdn.co/image/ab67616d0000b273f33d30f467a7998ecdfd00ab,spotify:track:17C4oPQ3sTpF11pi9yvGcs,spotify:artist:1caBfBEapzw8z2Qz9q0OaQ,spotify:album:57iXTZZW4VLkrBoErSsI5y
Can't See The Forest For The Trees,Confide,Shout The Truth,2009-08-18,146160,18,https://i.scdn.co/image/ab67616d0000b2739b6468c8f68e53e1b3cdccf9,spotify:track:0I1R3QCFmgmkixETCUniDG,spotify:artist:5AaqnHhrLz7lC1QBqG8i8p,spotify:album:0zrzwVqF4NNUvk0cjABH23
In Reply,Confide,Shout The Truth,2009-08-18,222773,12,https://i.scdn.co/image/ab67616d0000b2739b6468c8f68e53e1b3cdccf9,spotify:track:3E1ROyQpS67cN5npNzZBDf,spotify:artist:5AaqnHhrLz7lC1QBqG8i8p,spotify:album:0zrzwVqF4NNUvk0cjABH23
I Am Scared Of Me,Confide,Shout The Truth,2009-08-18,211800,14,https://i.scdn.co/image/ab67616d0000b2739b6468c8f68e53e1b3cdccf9,spotify:track:7C0VhcIyJwknCTvIQS67lR,spotify:artist:5AaqnHhrLz7lC1QBqG8i8p,spotify:album:0zrzwVqF4NNUvk0cjABH23
Such Great Heights,Confide,Shout The Truth,2009-08-18,264320,41,https://i.scdn.co/image/ab67616d0000b2739b6468c8f68e53e1b3cdccf9,spotify:track:35eSAkuHzUaZBje8iYPyv7,spotify:artist:5AaqnHhrLz7lC1QBqG8i8p,spotify:album:0zrzwVqF4NNUvk0cjABH23
Care,Dance Gavin Dance,Artificial Selection,2018-06-08,265606,53,https://i.scdn.co/image/ab67616d0000b2734e58254b9df774aed7401178,spotify:track:73XEi2vkcuHWF2m9wiOfbu,spotify:artist:6guC9FqvlVboSKTI77NG2k,spotify:album:6rBnEJJUih41OU4AemGs4y
Count Bassy,Dance Gavin Dance,Artificial Selection,2018-06-08,245068,52,https://i.scdn.co/image/ab67616d0000b2734e58254b9df774aed7401178,spotify:track:3jITkO2u1H36DMiMAMJWHj,spotify:artist:6guC9FqvlVboSKTI77NG2k,spotify:album:6rBnEJJUih41OU4AemGs4y
Show Me How to Live,Audioslave,Audioslave,2002-11-17,277840,70,https://i.scdn.co/image/ab67616d0000b273a7292b6863258e889b78d787,spotify:track:1Qdnvn4XlmZANCVy3XjrQo,spotify:artist:2ziB7fzrXBoh1HUPS6sVFn,spotify:album:78guAsers0klWl6RwzgDLd
Tru,Lloyd,Tru - Single,2016-05-06,255881,44,https://i.scdn.co/image/86cd1ffa1a1a5b43c398bb530c03bf572d60cda9,spotify:track:1DFPibRb9RU3yfM3wOLdDT,spotify:artist:1Xfmvd48oOhEWkscWyEbh9,spotify:album:1PcRzqr5xq90SF0oI9zo97
That Girl,Marques Houston,Marques Houston,2003-10-21,215960,52,https://i.scdn.co/image/ab67616d0000b273aa8158a1feaf3f32431a73da,spotify:track:08fhbfRSg7eEH0IZT7pB6a,spotify:artist:1goOx6gnQdUllLfSMsL4Rt,spotify:album:4sAouJxcSwPIoT5dd6Qgj7
Exchange,Bryson Tiller,T R A P S O U L,2015-10-02,194613,77,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,spotify:track:43PuMrRfbyyuz4QpZ3oAwN,spotify:artist:2EMAnMvWE2eb56ToJVfCWs,spotify:album:6eZdwrhB97A3EYx9QppGfl
Lemme See (feat. Rick Ross),Usher,Looking 4 Myself (Expanded Edition),2012-06-12,252826,55,https://i.scdn.co/image/ab67616d0000b27367904c75eaa75db6b1b2cf6a,spotify:track:4MevEW6tsWrpmzPKaqK0Uw,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:album:7eyuQZCLG5tdjWpKZbDE8g
Diced Pineapples,Rick Ross,"God Forgives, I Don't (Deluxe Edition)",2012-01-01,276160,58,https://i.scdn.co/image/ab67616d0000b273b3ed0d541b9c8508d3b6f729,spotify:track:27mF2eUbhExYWiOT0y9cuc,spotify:artist:1sBkRIssrMs1AbVkOJbc7a,spotify:album:1YSb516nyR6ALY2ji1eCAV
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",2014-12-23,252226,77,https://i.scdn.co/image/ab67616d0000b27364bd23d64f90b1910ead95a1,spotify:track:2PIvq1pGrUjY007X5y1UpM,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:61Ba3txRZWfiX6ZTEZlFCV
Bartender (feat. Akon),T-Pain,Epiphany,2007-06-05,238800,1,https://i.scdn.co/image/ab67616d0000b273aad32187513cd6916ddd3c87,spotify:track:5kxddRG1RZaZROadk7iC4D,spotify:artist:3aQeKQSyrW4qWr35idm0cy,spotify:album:44Z1ZEmOyois0QoAgfUxrD
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Rappa Ternt Sanga,2005,265333,0,https://i.scdn.co/image/ab67616d0000b273bfe8c2950592fbe9dd9d75c3,spotify:track:1lih9AUGlOI2qbAkptdBsr,spotify:artist:3aQeKQSyrW4qWr35idm0cy,spotify:album:67kj88d9xbscqqG8EdMpIu
Into You (feat. Ashanti),Fabolous,Street Dreams (Bonus Track),2003-02-01,274333,57,https://i.scdn.co/image/ab67616d0000b2739a63f74d9b8ebe434ec9bd71,spotify:track:4b5aJdOgxps6z0dPe6wCHF,spotify:artist:0YWxKQj2Go9CGHCp77UOyy,spotify:album:46tIBaFs0Ov0HJsCDrq1Kl
Unpredictable (feat. Ludacris) - Main,Jamie Foxx,Unpredictable,2005-12-20,219866,55,https://i.scdn.co/image/ab67616d0000b2734ce698fdff88fd04db890e02,spotify:track:3UNrtRxBBlWE70SjxnOo02,spotify:artist:7LnaAXbDVIL75IVPnndf7w,spotify:album:045D1HbNHv4R31D9vkL8Ve
I Want You - Remix - Main,Lloyd,Street Love,2007-01-01,266933,0,https://i.scdn.co/image/ab67616d0000b273eec376776dc8377060f2be5c,spotify:track:1w6MVKsMS7hsN7eaKPBTjE,spotify:artist:1Xfmvd48oOhEWkscWyEbh9,spotify:album:6Lq7nLkIq7C0zVJp0OGSGO
Tipsy,T-Pain,Epiphany,2007-06-05,189746,0,https://i.scdn.co/image/ab67616d0000b273aad32187513cd6916ddd3c87,spotify:track:2Z7T6FwHvmogPEmjdAQaq5,spotify:artist:3aQeKQSyrW4qWr35idm0cy,spotify:album:44Z1ZEmOyois0QoAgfUxrD
Boyfriend #2,Pleasure P,The Introduction of Marcus Cooper,2009-06-05,207400,57,https://i.scdn.co/image/ab67616d0000b273054975b18751a917e6639e33,spotify:track:3taIcgVjePRzkdz0ZmJbOi,spotify:artist:6dROiL44pIQZVNZ6Bc0OJO,spotify:album:0jIA4y3EGDkw8QB5HlLWwK
Young Love,Chris Brown,Chris Brown,2005-11-29,218466,0,https://i.scdn.co/image/ab67616d0000b2732341c852b4db72824c0e3185,spotify:track:0meEfMgeiaEhRCtNdofM5L,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,spotify:album:2gRm1k9fVkhTfZDHvBI2sR
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),2012-01-01,251626,70,https://i.scdn.co/image/ab67616d0000b27314f5c10de370e6d48d142629,spotify:track:4kte3OcW800TPvOVgrLLj8,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:album:4HPdvrPf9RGfJ2hNYrODpC
Can We Chill,Ne-Yo,Because Of You,2007-01-01,264146,44,https://i.scdn.co/image/ab67616d0000b273ec4f8c81eb9ddee00e01798d,spotify:track:6DXmaq6PEmiy0lp8Q2F92V,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:album:52q9xNv8COtSU9phlbO5sg
Suga Suga,Baby Bash,Suga Suga,2003-01-01,243493,58,https://i.scdn.co/image/ab67616d0000b27376c514577df3ef745904a419,spotify:track:14B2bUopOga5V3ypld7d6n,spotify:artist:12PSlydMSjEHzSCj9X5qv7,spotify:album:30EknR1eWRmfP4aQhAzMYw
I Need a Girl,Trey Songz,Ready (Deluxe),2009-08-31,214480,55,https://i.scdn.co/image/ab67616d0000b2739ae399cc66ce968883d832a9,spotify:track:5cU50IAoAFF7qFWOtdbEjr,spotify:artist:2iojnBLj0qIMiKPvVhLnsH,spotify:album:44jrX3SThj7pFjOzUTLm85
U Remind Me,Usher,8701,2001-08-07,266893,72,https://i.scdn.co/image/ab67616d0000b2737750146aac26aade0a867913,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,spotify:artist:23zg3TcAtWQy7J6upgbUnj,spotify:album:6k16WXh4rKyusIoN00rmpi
Vixen,Miguel,All I Want Is You,2010-11-26,181533,60,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,spotify:track:3HBZIY3FVzXu6YjhExNqWe,spotify:artist:360IAlyVv4PCEVjgyMZrxK,spotify:album:493HYe7N5pleudEZRyhE7R
Ooh Baby,Mario,D.N.A.,2009-10-08,220400,38,https://i.scdn.co/image/ab67616d0000b2739380a3ac28541aefabe9f76e,spotify:track:0IneDe6NkMtTOb5q2SPXfq,spotify:artist:20s0P9QLxGqKuCsGwFsp7w,spotify:album:41Tj1cy7HlmdSmaOO6f6Tl
Differences,Ginuwine,Greatest Hits,2006,265813,49,https://i.scdn.co/image/ab67616d0000b273ee0b6517d3f091301bd48f84,spotify:track:0O5b1927V6FbLsZRtf7idi,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,spotify:album:2qp79t3GkxRfsgsL8uBkt1
Sex Room,Ludacris,Battle Of The Sexes,2010-01-01,330440,0,https://i.scdn.co/image/ab67616d0000b27310fcad4295d3b767a802f336,spotify:track:2cAkbIL96faNxHfQKvCiEy,spotify:artist:3ipn9JLAPI5GUEo4y4jcoi,spotify:album:42sEr1brEpwKxe5naC5VwK
21 Questions,50 Cent,Get Rich Or Die Tryin',2003-02-06,224426,72,https://i.scdn.co/image/ab67616d0000b273f7f74100d5cc850e01172cbf,spotify:track:41bIQPBE1lFN0mmw6Lmssz,spotify:artist:3q7HBObVc0L8jNeTe5Gofh,spotify:album:4ycNE7y1rp5215g1kkqk1P
Slow Down,Bobby V.,Anonymous Hit Pack,2007-01-01,258880,37,https://i.scdn.co/image/ab67616d0000b2732d9800676bfbc17463eebb18,spotify:track:1BSmRSyHC1pSCnIdJb9MSs,spotify:artist:4HgF4KnohByNElYid7iCNb,spotify:album:6m2goRff2pztaBREbC3WTD
Lotus Flower Bomb (feat. Miguel),Wale,Ambition,2011-10-28,213253,68,https://i.scdn.co/image/ab67616d0000b273121fae55bc38102df4448b89,spotify:track:3MAgQuClHcAV8E9CbeBS6f,spotify:artist:67nwj3Y5sZQLl72VNUHEYE,spotify:album:0jCVC8ndYYOooEY2YTO1l6
In Those Jeans,Ginuwine,The Senior,2003-04-08,243306,60,https://i.scdn.co/image/ab67616d0000b273a785d1f6544b5c86fa179795,spotify:track:5ojJNnX5ND2gMGojPd3NiO,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,spotify:album:3t4OgAvvOzvXw8D2NHUeDR
When You're Mad,Ne-Yo,In My Own Words,2006-01-01,222000,55,https://i.scdn.co/image/ab67616d0000b273987a1825341694ec9bc62457,spotify:track:5FXOEdfNW7nYQrBWtW49Cl,spotify:artist:21E3waRsmPlU7jZsS13rcj,spotify:album:6gkwOLmk0ALMOjWs5WhAEr
Confident,Justin Bieber,Journals,2014-05-13,248133,67,https://i.scdn.co/image/ab67616d0000b273aac2a4189ed89b369c539df6,spotify:track:5Isz0twJeFdduOQEFQLezv,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:7Cz0XcQzoxUi7L7sfgXLml
Roller Coaster,Justin Bieber,Journals,2014-05-13,201613,37,https://i.scdn.co/image/ab67616d0000b273aac2a4189ed89b369c539df6,spotify:track:6CllSXguzFwdO3CDRp8YVt,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:7Cz0XcQzoxUi7L7sfgXLml
Swap It Out,Justin Bieber,Journals,2014-05-13,240533,39,https://i.scdn.co/image/ab67616d0000b273aac2a4189ed89b369c539df6,spotify:track:0Rk10bGrmLRQ690EOGKEaR,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:7Cz0XcQzoxUi7L7sfgXLml
Hold Tight,Justin Bieber,Journals,2014-05-13,254213,49,https://i.scdn.co/image/ab67616d0000b273aac2a4189ed89b369c539df6,spotify:track:0na8x6EOqjHsGABdB90TIC,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:7Cz0XcQzoxUi7L7sfgXLml
Heartbreaker,Justin Bieber,Journals,2014-05-13,262840,50,https://i.scdn.co/image/ab67616d0000b273aac2a4189ed89b369c539df6,spotify:track:21pCToQdqcPi879auxjxKe,spotify:artist:1uNFoZAHBGtllmzznpCI3s,spotify:album:7Cz0XcQzoxUi7L7sfgXLml
You Don't Know (feat. Wale),Tank,"Sex, Love & Pain II",2016-01-22,245986,48,https://i.scdn.co/image/ab67616d0000b27384a021b95e96420e129fda63,spotify:track:3mSkzP4ud5KG26OIVIAL3s,spotify:artist:4mwXUEKaW4ftbncf9Hi58l,spotify:album:58WvlSmvoKkrvUuZHw322D
Often,The Weeknd,Beauty Behind The Madness,2015-08-28,249093,38,https://i.scdn.co/image/ab67616d0000b273f9d69d6882604a93cdf222a9,spotify:track:6SiyY8zR6v82Cg7Ap8LHBr,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,spotify:album:7q6thErM1TVz3wu46kynOe
Only,Sublime With Rome,Yours Truly (Deluxe Edition),2011-07-08,160720,46,https://i.scdn.co/image/ab67616d0000b27397be8861cd459d81a5307ddc,spotify:track:4YbtI1eBf4RYNGw1foeiOu,spotify:artist:3XXrhkZKSGd3CUJQFnx5tQ,spotify:album:2bKgvvT3ZCOW8CRpbU0Hdt
Bowl For Two,The Expendables,Gettin' Filthy,2004-09-28,283426,58,https://i.scdn.co/image/ab67616d0000b273044c05cd39ce98030a054d04,spotify:track:260F1LrhRMiuXOZIaypMZd,spotify:artist:2OpHxx1SArSMlBrIMM0aV9,spotify:album:5kEwAtq7VqWsm1Aa1Qqket
Spread Too Thin,Dirty Heads,Cabin By the Sea,2012-06-19,180575,52,https://i.scdn.co/image/ab67616d0000b273a2aa6dd26cf24687c8ef2b3f,spotify:track:3mdDdrgDEKVxd5GawWjKqy,spotify:artist:6GkJh85o22LfD2vgL9DP6f,spotify:album:3qg7pFyj6gbNVDtbi9aZHY
Maybe I'm Sorry,Three Legged Fox,Not As Far,2009-03-23,255240,26,https://i.scdn.co/image/ab67616d0000b273fb50f2f09165191dd9728e79,spotify:track:7oTe5f4yrTIZ3zNX4vP8qg,spotify:artist:0z9LAMU6nhkzkC9CBvlLcm,spotify:album:6OxYn4Xutb2DI3SW3CdLpL
Doin' Time,Sublime,Sublime Greatest Hits,1999-11-09,251120,0,https://i.scdn.co/image/ab67616d0000b273363e34921b43c2fdb96263f1,spotify:track:4mAqG6KNWZQiekSthr2QtL,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,spotify:album:0E2blcrvyduixEolxZXot7
Crazy Love,Pepper,No Shame,2006-10-03,176306,47,https://i.scdn.co/image/ab67616d0000b273c6dbab9ba5e14ff18919ed06,spotify:track:7KtQ6KXOYPXsyxODavh439,spotify:artist:1YK8JdPbiaMSnf4hrlBkGT,spotify:album:1r1dc5yTdwHQk77JZibmCF
Best of Us,Dirty Heads,Cabin By the Sea,2012-06-19,187064,53,https://i.scdn.co/image/ab67616d0000b273a2aa6dd26cf24687c8ef2b3f,spotify:track:02p3SB7cipcWK3STz7aLbK,spotify:artist:6GkJh85o22LfD2vgL9DP6f,spotify:album:3qg7pFyj6gbNVDtbi9aZHY
Champagne,311,From Chaos,2001-06-19,184973,54,https://i.scdn.co/image/ab67616d0000b273f5688d5a9e47a027a36c33fe,spotify:track:4cSSUpptr7r125fK5nRJhP,spotify:artist:41Q0HrwWBtuUkJc7C1Rp6K,spotify:album:3TRn4uDntIyJV3bnu2Mnn1
Waiting In Vain,Bob Marley & The Wailers,Legend (Deluxe Edition),2002-01-01,256346,0,https://i.scdn.co/image/ab67616d0000b27379348f95e66a3bac402f11e9,spotify:track:2LPkEO6aVY35yjZ8YdhVmY,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:album:0tiPal8J7t3B9tPF7kGWDi
Same Old Situation,Sublime With Rome,Yours Truly (Deluxe Edition),2011-07-08,224826,44,https://i.scdn.co/image/ab67616d0000b27397be8861cd459d81a5307ddc,spotify:track:2FTdkvjYPt6IpoSLsPyZui,spotify:artist:3XXrhkZKSGd3CUJQFnx5tQ,spotify:album:2bKgvvT3ZCOW8CRpbU0Hdt
What I Got,Sublime,Sublime,1996-07-30,170906,74,https://i.scdn.co/image/ab67616d0000b2738fc4b0dcfb9509553f195c85,spotify:track:3B4q6KbHbGV51HO3GznBFF,spotify:artist:0EdvGhlC1FkGItLOWQzG4J,spotify:album:14eK347GdWO4mBBx78tsut
2am,Slightly Stoopid,Chronchitis,2007-08-01,299600,61,https://i.scdn.co/image/ab67616d0000b273dc1886ac54cb45a8843404d7,spotify:track:4cs6ORX8aKd6rtVdwAnnel,spotify:artist:6MxlVTY6PmY8Nyn16fvxtb,spotify:album:2lKYJFAYLywsVOxLMRoAOe
Jamming,Bob Marley & The Wailers,Exodus,1977,211000,0,https://i.scdn.co/image/ab67616d0000b27338b35dbeb05ba38ee4809a00,spotify:track:4N8UFEJSemqrX1JqFSXln1,spotify:artist:2QsynagSdAqZj3U9HgDzjD,spotify:album:4vAGot2Vcc9LRXf673ocwh
Point and Shoot,Pepper,No Shame,2006-10-03,250146,43,https://i.scdn.co/image/ab67616d0000b273c6dbab9ba5e14ff18919ed06,spotify:track:2WQp2HqIO5GyAg0TbnVq9T,spotify:artist:1YK8JdPbiaMSnf4hrlBkGT,spotify:album:1r1dc5yTdwHQk77JZibmCF
